bill_id,bill_type,subjects_top_term,enacted_as
hres32-115,hres,Health,0
hres932-115,hres,International affairs,0
hres758-115,hres,Crime and law enforcement,0
hres304-115,hres,Health,0
hres136-115,hres,"Civil rights and liberties, minority issues",0
hres552-115,hres,International affairs,0
hres760-115,hres,Health,0
hres794-115,hres,Public lands and natural resources,0
hres1130-115,hres,Government operations and politics,0
hres109-115,hres,International affairs,0
hres935-115,hres,,0
hres35-115,hres,Education,0
hres599-115,hres,International affairs,0
hres564-115,hres,Economics and public finance,0
hres756-115,hres,Labor and employment,0
hres332-115,hres,"Civil rights and liberties, minority issues",0
hres100-115,hres,"Civil rights and liberties, minority issues",0
hres1106-115,hres,Health,0
hres590-115,hres,Armed forces and national security,0
hres903-115,hres,Crime and law enforcement,0
hres769-115,hres,Native Americans,0
hres1139-115,hres,Congress,0
hres597-115,hres,"Arts, culture, religion",0
hres1101-115,hres,International affairs,0
hres107-115,hres,Congress,0
hres335-115,hres,Armed forces and national security,0
hres751-115,hres,Government operations and politics,0
hres563-115,hres,Education,0
hres138-115,hres,Transportation and public works,0
hres904-115,hres,Health,0
hres278-115,hres,Congress,0
hres876-115,hres,Education,0
hres882-115,hres,Education,0
hres623-115,hres,Families,0
hres411-115,hres,Congress,0
hres849-115,hres,Congress,0
hres1087-115,hres,Emergency management,0
hres247-115,hres,Finance and financial sector,0
hres1073-115,hres,Immigration,0
hres885-115,hres,Economics and public finance,0
hres429-115,hres,Government operations and politics,0
hres871-115,hres,Transportation and public works,0
hres1074-115,hres,"Civil rights and liberties, minority issues",0
hres1080-115,hres,International affairs,0
hres240-115,hres,Congress,0
hres416-115,hres,International affairs,0
hres624-115,hres,Congress,0
hres847-115,hres,International affairs,0
hres1089-115,hres,Health,0
hres249-115,hres,Congress,0
hres1042-115,hres,"Arts, culture, religion",0
hres282-115,hres,Health,0
hres420-115,hres,Health,0
hres612-115,hres,International affairs,0
hres276-115,hres,Education,0
hres878-115,hres,Congress,0
hres418-115,hres,Public lands and natural resources,0
hres840-115,hres,Commerce,0
hres271-115,hres,Foreign trade and international finance,0
hres615-115,hres,Congress,0
hres427-115,hres,"Civil rights and liberties, minority issues",0
hres1045-115,hres,Crime and law enforcement,0
hres285-115,hres,Crime and law enforcement,0
hres225-115,hres,Health,0
hres473-115,hres,Congress,0
hres641-115,hres,Emergency management,0
hres487-115,hres,Education,0
hres1011-115,hres,Congress,0
hres814-115,hres,Congress,0
hres1016-115,hres,International affairs,0
hres480-115,hres,Congress,0
hres646-115,hres,Government operations and politics,0
hres474-115,hres,Crime and law enforcement,0
hres222-115,hres,Crime and law enforcement,0
hres1029-115,hres,International affairs,0
hres813-115,hres,Armed forces and national security,0
hres679-115,hres,Congress,0
hres684-115,hres,International affairs,0
hres1020-115,hres,Congress,0
hres214-115,hres,Armed forces and national security,0
hres670-115,hres,Congress,0
hres442-115,hres,Congress,0
hres489-115,hres,Congress,0
hres825-115,hres,Environmental protection,0
hres445-115,hres,International affairs,0
hres677-115,hres,Congress,0
hres213-115,hres,Health,0
hres1027-115,hres,Congress,0
hres683-115,hres,Education,0
hres822-115,hres,Commerce,0
hres648-115,hres,"Science, technology, communications",0
hres1018-115,hres,Foreign trade and international finance,0
hres419-115,hres,"Civil rights and liberties, minority issues",0
hres841-115,hres,Education,0
hres284-115,hres,Environmental protection,0
hres1044-115,hres,Sports and recreation,0
hres270-115,hres,Health,0
hres426-115,hres,Armed forces and national security,0
hres614-115,hres,International affairs,0
hres248-115,hres,Sports and recreation,0
hres1088-115,hres,Public lands and natural resources,0
hres846-115,hres,International affairs,0
hres613-115,hres,Armed forces and national security,0
hres421-115,hres,International affairs,0
hres879-115,hres,Congress,0
hres277-115,hres,Health,0
hres283-115,hres,Congress,0
hres1043-115,hres,Congress,0
hres428-115,hres,Health,0
hres870-115,hres,Crime and law enforcement,0
hres884-115,hres,Commerce,0
hres241-115,hres,Congress,0
hres1081-115,hres,Transportation and public works,0
hres625-115,hres,Health,0
hres417-115,hres,Education,0
hres1075-115,hres,Armed forces and national security,0
hres883-115,hres,Health,0
hres877-115,hres,Congress,0
hres279-115,hres,"Arts, culture, religion",0
hres1072-115,hres,Health,0
hres410-115,hres,Congress,0
hres622-115,hres,Labor and employment,0
hres246-115,hres,International affairs,0
hres1086-115,hres,Health,0
hres848-115,hres,International affairs,0
hres1026-115,hres,Health,0
hres682-115,hres,Congress,0
hres676-115,hres,International affairs,0
hres444-115,hres,International affairs,0
hres212-115,hres,Health,0
hres1019-115,hres,Congress,0
hres823-115,hres,Education,0
hres649-115,hres,"Civil rights and liberties, minority issues",0
hres215-115,hres,Health,0
hres443-115,hres,Health,0
hres671-115,hres,International affairs,0
hres685-115,hres,Congress,0
hres1021-115,hres,International affairs,0
hres824-115,hres,Immigration,0
hres488-115,hres,Congress,0
hres475-115,hres,Housing and community development,0
hres647-115,hres,Congress,0
hres223-115,hres,International affairs,0
hres1017-115,hres,International affairs,0
hres481-115,hres,Congress,0
hres812-115,hres,Health,0
hres678-115,hres,Congress,0
hres1028-115,hres,Government operations and politics,0
hres486-115,hres,International affairs,0
hres1010-115,hres,Armed forces and national security,0
hres224-115,hres,Education,0
hres640-115,hres,"Science, technology, communications",0
hres472-115,hres,Health,0
hres815-115,hres,International affairs,0
s1379-115,s,Taxation,0
s1977-115,s,Taxation,0
s3278-115,s,Taxation,0
s2198-115,s,Taxation,0
s912-115,s,Taxation,0
s2950-115,s,Taxation,0
s778-115,s,Health,0
s2508-115,s,Economics and public finance,0
s1983-115,s,Foreign trade and international finance,0
s3075-115,s,Economics and public finance,0
s1722-115,s,Foreign trade and international finance,0
s1510-115,s,Government operations and politics,0
s2395-115,s,Public lands and natural resources,0
s3247-115,s,International affairs,0
s1174-115,s,Taxation,0
s1948-115,s,Native Americans,0
s581-115,s,Health,0
s3623-115,s,Armed forces and national security,0
s3411-115,s,Health,0
s1346-115,s,Armed forces and national security,0
s1180-115,s,Energy,0
s575-115,s,Finance and financial sector,0
s2705-115,s,"Science, technology, communications",0
s747-115,s,Native Americans,0
s2537-115,s,"Science, technology, communications",0
s323-115,s,Taxation,0
s2153-115,s,Transportation and public works,0
s3081-115,s,Education,0
s111-115,s,Armed forces and national security,0
s2361-115,s,Finance and financial sector,0
s1984-115,s,Taxation,0
s2957-115,s,Animals,0
s129-115,s,Public lands and natural resources,0
s915-115,s,Social welfare,0
s2359-115,s,Government operations and politics,0
s1528-115,s,Health,0
s1970-115,s,Health,0
s3429-115,s,Health,0
s116-115,s,Armed forces and national security,0
s2366-115,s,Government operations and politics,0
s2968-115,s,Energy,0
s324-115,s,Armed forces and national security,1
s2154-115,s,Native Americans,0
s3086-115,s,Taxation,0
s740-115,s,Agriculture and food,0
s2530-115,s,Education,0
s1187-115,s,Government operations and politics,0
s572-115,s,"Science, technology, communications",0
s2702-115,s,Finance and financial sector,0
s3416-115,s,Commerce,0
s1341-115,s,Labor and employment,0
s1173-115,s,Crime and law enforcement,0
s586-115,s,Taxation,0
s3624-115,s,Immigration,0
s1517-115,s,Crime and law enforcement,0
s2392-115,s,"Science, technology, communications",0
s3240-115,s,"Science, technology, communications",0
s3072-115,s,Economics and public finance,0
s1725-115,s,Immigration,0
s2961-115,s,Crime and law enforcement,0
s923-115,s,Finance and financial sector,0
s749-115,s,Education,0
s2539-115,s,Water resources development,0
s1946-115,s,Taxation,0
s1348-115,s,Health,0
s2995-115,s,Foreign trade and international finance,0
s3249-115,s,Law,0
s34-115,s,Government operations and politics,0
s1383-115,s,Taxation,0
s776-115,s,Taxation,0
s2506-115,s,Transportation and public works,0
s544-115,s,Armed forces and national security,1
s2734-115,s,Government operations and politics,1
s120-115,s,Armed forces and national security,0
s3282-115,s,Crime and law enforcement,0
s2350-115,s,Public lands and natural resources,0
s312-115,s,Public lands and natural resources,0
s2162-115,s,Crime and law enforcement,0
s3276-115,s,International affairs,0
s1521-115,s,Education,0
s1713-115,s,Energy,0
s3044-115,s,Armed forces and national security,0
s2196-115,s,Government operations and politics,0
s1377-115,s,"Science, technology, communications",0
s782-115,s,Crime and law enforcement,1
s3420-115,s,Health,0
s3612-115,s,Housing and community development,0
s1145-115,s,Government operations and politics,0
s1979-115,s,Immigration,0
s1519-115,s,Armed forces and national security,0
s2992-115,s,Transportation and public works,0
s3418-115,s,Transportation and public works,0
s1941-115,s,Animals,0
s588-115,s,Finance and financial sector,0
s1189-115,s,Government operations and politics,0
s118-115,s,Commerce,0
s2368-115,s,Taxation,0
s924-115,s,Government operations and politics,0
s2966-115,s,Government operations and politics,0
s3088-115,s,Energy,0
s3615-115,s,Labor and employment,0
s1142-115,s,Energy,0
s1370-115,s,Health,0
s785-115,s,Native Americans,0
s3427-115,s,Education,0
s1714-115,s,Public lands and natural resources,0
s3043-115,s,Transportation and public works,0
s2191-115,s,Energy,0
s3271-115,s,Crime and law enforcement,0
s1526-115,s,Armed forces and national security,0
s315-115,s,Armed forces and national security,0
s2959-115,s,"Science, technology, communications",0
s2165-115,s,Emergency management,0
s127-115,s,Immigration,0
s3285-115,s,Finance and financial sector,0
s2357-115,s,Armed forces and national security,0
s543-115,s,Armed forces and national security,0
s2733-115,s,Agriculture and food,0
s33-115,s,Public lands and natural resources,0
s1384-115,s,Education,0
s771-115,s,Health,0
s2501-115,s,Public lands and natural resources,0
s3473-115,s,Taxation,0
s1324-115,s,Crime and law enforcement,0
s93-115,s,Health,0
s1116-115,s,Native Americans,0
s2793-115,s,Immigration,0
s3641-115,s,International affairs,0
s1572-115,s,Energy,0
s3225-115,s,Immigration,0
s187-115,s,,0
s3017-115,s,Environmental protection,0
s1740-115,s,Economics and public finance,0
s1586-115,s,Public lands and natural resources,0
s2303-115,s,Health,0
s173-115,s,Government operations and politics,0
s2131-115,s,Armed forces and national security,0
s341-115,s,International affairs,0
s2555-115,s,Agriculture and food,0
s3487-115,s,Government operations and politics,0
s725-115,s,Immigration,0
s67-115,s,International affairs,0
s2767-115,s,Emergency management,0
s517-115,s,Environmental protection,0
s3028-115,s,Taxation,0
s984-115,s,Labor and employment,0
s1915-115,s,Crime and law enforcement,0
s1129-115,s,Transportation and public works,0
s2758-115,s,Armed forces and national security,0
s528-115,s,Labor and employment,0
s58-115,s,Taxation,0
s2932-115,s,"Civil rights and liberties, minority issues",0
s970-115,s,Armed forces and national security,0
s2760-115,s,Environmental protection,0
s510-115,s,Health,0
s2552-115,s,Agriculture and food,0
s3480-115,s,Public lands and natural resources,0
s722-115,s,International affairs,0
s60-115,s,Government operations and politics,0
s2136-115,s,Education,0
s346-115,s,Emergency management,0
s1581-115,s,Taxation,0
s2304-115,s,Armed forces and national security,0
s948-115,s,Public lands and natural resources,0
s174-115,s,"Science, technology, communications",0
s3010-115,s,"Science, technology, communications",0
s1747-115,s,Animals,0
s1575-115,s,Taxation,0
s3222-115,s,Government operations and politics,0
s180-115,s,Immigration,0
s1111-115,s,Armed forces and national security,0
s2794-115,s,Crime and law enforcement,0
s3646-115,s,Public lands and natural resources,0
s3474-115,s,Immigration,0
s1323-115,s,Public lands and natural resources,0
s94-115,s,International affairs,0
s977-115,s,Health,0
s2109-115,s,Education,0
s379-115,s,Social welfare,0
s2935-115,s,Transportation and public works,0
s2599-115,s,Public lands and natural resources,0
s3679-115,s,,0
s1912-115,s,Commerce,0
s983-115,s,Taxation,0
s1778-115,s,Taxation,0
s1785-115,s,Transportation and public works,0
s2100-115,s,Health,0
s370-115,s,Finance and financial sector,0
s2332-115,s,Public lands and natural resources,0
s142-115,s,Taxation,0
s3684-115,s,Immigration,0
s2756-115,s,Finance and financial sector,0
s526-115,s,Commerce,0
s56-115,s,Government operations and politics,0
s2564-115,s,Finance and financial sector,0
s714-115,s,Water resources development,0
s3670-115,s,Finance and financial sector,0
s1127-115,s,Crime and law enforcement,0
s1315-115,s,Finance and financial sector,0
s3442-115,s,Government operations and politics,1
s2590-115,s,Crime and law enforcement,0
s1771-115,s,Economics and public finance,0
s3026-115,s,Transportation and public works,0
s384-115,s,Taxation,0
s3214-115,s,Foreign trade and international finance,0
s1543-115,s,Armed forces and national security,0
s3489-115,s,Health,0
s69-115,s,Government operations and politics,0
s2769-115,s,Health,0
s519-115,s,Environmental protection,0
s1588-115,s,"Civil rights and liberties, minority issues",0
s5-115,s,Armed forces and national security,0
s941-115,s,Public lands and natural resources,0
s2903-115,s,Education,0
s189-115,s,Public lands and natural resources,0
s3019-115,s,Commerce,0
s1924-115,s,Law,0
s1118-115,s,International affairs,0
s3213-115,s,Finance and financial sector,0
s1544-115,s,International affairs,0
s1776-115,s,Agriculture and food,0
s3021-115,s,Water resources development,1
s383-115,s,Energy,0
s1312-115,s,Crime and law enforcement,0
