bill_id,titles_text,enacted_as
hr5090-115,"To amend title 18, United States Code, to prohibit a Federal firearms licensee from selling or delivering certain semiautomatic centerfire rifles to a person under 21 years of age, with exceptions for active duty military personnel and full-time law enforcement officers, and for other purposes.Raise the Age Act",0
hr6615-115,To reauthorize the Traumatic Brain Injury program.Traumatic Brain Injury Program Reauthorization Act of 2018,0
hr3367-115,"To terminate the prohibitions on the exportation and importation of natural gas, and for other purposes.License Natural Gas Now Act of 2017",0
hr6427-115,To improve oversight by the Federal Communications Commission of the wireless and broadcast emergency alert systems.READI Act,0
hr3969-115,"To amend title 11, United States Code, to include certain pension as administrative expenses in bankruptcy, and for other purposes.Prioritizing Our Workers Act",0
hr2087-115,"To amend the Immigration and Nationality Act to expand the H-2A worker program to include certain additional laborers, and for other purposes.DAIRY Act of 2017",0
hr3155-115,To amend the Secure Rural Schools and Community Self-Determination Act of 2000 to modify the authorized uses of certain county funds and to extend the deadline for participating counties to initiate projects and obligate funds.,0
hr1602-115,To amend the Internal Revenue Code of 1986 to provide an exclusion from gross income for AmeriCorps educational awards.Segal AmeriCorps Education Award Tax Relief Act of 2017,0
hr4370-115,"To amend the Natural Gas Act to expedite approval of exports of small volumes of natural gas, and for other purposes.Small Scale LNG Access Act of 2017",0
hr723-115,"To amend the National Energy Conservation Policy Act to encourage the increased use of performance contracting in Federal facilities, and for other purposes.Energy Savings Through Public-Private Partnerships Act of 2017",0
hr5858-115,To amend the Internal Revenue Code of 1986 to require coverage without a deductible of certain primary care services by high deductible health plans.Primary Care Patient Protection Act of 2018,0
hr5064-115,To authorize aboriginal subsistence whaling pursuant to the regulations of the International Whaling Commission and for other purposes.Whaling Convention Amendments Act of 2018,0
hr2241-115,To amend the Internal Revenue Code of 1986 to treat qualified alternative commuter programs as an excludable qualified transportation fringe benefit.Commuter Access Reform Act,0
hr3393-115,"To increase cybersecurity education and job growth, and for other purposes.New Collar Jobs Act of 2017",0
hr2073-115,"To amend section 287 of the Immigration and Nationality Act to prohibit immigration officers or agents of the Department of Homeland Security from wearing clothing or other items bearing the word ""police"".",0
hr4384-115,"To amend the Immigration and Nationality Act to provide protected status for certain aliens present in the United States, and for other purposes.Act to Sustain the Protection of Immigrant Residents Earned through TPS Act of 2017",0
hr5256-115,"To direct the Attorney General to acquire data, for each calendar year, about sexual offenses, including rape, that occur aboard any mode of transportation over which the Federal Government exercises jurisdiction.",0
hr7165-115,"To amend title 5, United States Code, to achieve parity between the cost of living adjustment with respect to an annuity under the Federal Employees Retirement System and an annuity under the Civil Service Retirement System, and for other purposes.Equal COLA Act",0
hr2417-115,"To eliminate discrimination and promote women's health and economic security by ensuring reasonable workplace accommodations for workers whose ability to perform the functions of a job are limited by pregnancy, childbirth, or a related medical condition.Pregnant Workers Fairness Act",0
hr1292-115,"To amend the Terrorism Risk Insurance Act of 2002 to allow for the use of certain assets of foreign persons and entities to satisfy certain judgments against terrorist parties, and for other purposes.CAPTIVE Act",0
hr5632-115,To prohibit agreements between employers that directly restrict the current or future employment of any employee.End Employer Collusion Act,0
hr5400-115,To prohibit the Secretary of Education and the Attorney General from encouraging certain policies or agreements between elementary and secondary schools and local law enforcement agencies.Make Schools Safe Again Act,0
hr181-115,"To amend title XIX of the Social Security Act to count portions of income from annuities of a community spouse as income available to institutionalized spouses for purposes of eligibility for medical assistance, and for other purposes.",0
hr7357-115,"To establish within the Department of Transportation an Assistant Secretary of Automated Mobility and to direct such Assistant Secretary to submit to Congress a report on automated vehicles, and for other purposes.Automated Mobility Act of 2018",0
hr6285-115,"To authorize the Secretary of Veterans Affairs to carry out a major medical facility project in Jacksonville, Florida.Veterans Emergency Treatment Services Act",0
